datetime,arithmetic_mean,aqi,first_max_value,first_max_hour,county_code,state_code,parameter_code,parameter,sample_duration_code,sample_duration,pollutant_standard,units_of_measure
2012-01-04,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-01-10,48.0,44.0,48.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-01-16,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-01-22,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-01-28,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-02-03,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-02-09,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-02-15,9.0,8.0,9.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-02-21,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-02-27,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-03-04,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-03-10,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-03-16,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-03-22,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-03-28,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-04-03,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-04-09,32.0,30.0,32.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-04-15,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-04-21,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-04-27,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-05-03,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-05-09,43.0,40.0,43.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-05-15,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-05-21,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-05-27,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-06-08,20.0,19.0,20.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-06-14,46.0,43.0,46.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-06-20,37.0,34.0,37.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-06-26,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-07-02,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-07-08,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-07-14,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-07-20,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-07-26,4.0,4.0,4.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-01,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-07,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-13,8.0,7.0,8.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-19,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-25,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-08-31,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-09-06,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-09-12,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-09-18,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-09-24,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-09-30,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-10-06,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-10-12,8.0,7.0,8.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-10-18,33.0,31.0,33.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-10-24,9.0,8.0,9.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-10-30,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-11-05,25.0,23.0,25.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-11-11,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-11-23,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-11-29,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-12-05,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-12-11,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-12-17,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-12-23,9.0,8.0,9.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2012-12-29,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-01-04,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-01-10,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-01-16,37.0,34.0,37.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-01-22,40.0,37.0,40.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-01-28,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-02-09,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-02-21,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-03-05,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-03-17,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-03-29,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-04-10,24.0,22.0,24.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-04-22,28.0,26.0,28.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-05-04,33.0,31.0,33.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-05-16,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-05-28,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-06-09,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-06-27,8.0,7.0,8.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-07-03,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-07-15,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-07-27,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-08-08,4.0,4.0,4.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-08-20,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-09-01,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-09-13,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-10-07,36.0,33.0,36.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-10-19,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-10-31,22.0,20.0,22.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-11-12,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-11-24,21.0,19.0,21.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-12-06,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-12-18,31.0,29.0,31.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2013-12-30,41.0,38.0,41.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-01-11,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-01-23,34.0,31.0,34.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-02-04,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-02-16,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-02-28,10.0,9.0,10.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-03-12,26.0,24.0,26.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-03-24,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-04-05,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-04-17,28.0,26.0,28.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-04-29,25.0,23.0,25.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-05-11,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-05-23,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-06-04,22.0,20.0,22.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-06-16,25.0,23.0,25.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-06-28,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-07-10,6.0,6.0,6.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-07-22,4.0,4.0,4.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-08-03,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-08-15,8.0,7.0,8.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-08-27,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-09-08,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-09-20,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-10-02,28.0,26.0,28.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-10-14,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-10-26,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-11-07,15.0,14.0,15.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-11-19,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-12-01,20.0,19.0,20.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-12-13,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2014-12-25,4.0,4.0,4.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-01-06,44.0,41.0,44.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-01-18,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-01-30,24.0,22.0,24.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-02-11,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-02-23,20.0,19.0,20.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-03-07,20.0,19.0,20.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-03-19,29.0,27.0,29.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-03-31,17.0,16.0,17.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-04-12,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-04-24,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-05-06,31.0,29.0,31.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-05-18,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-05-30,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-06-11,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-06-23,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-07-05,2.0,2.0,2.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-07-17,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-07-29,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-08-10,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-08-22,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-09-03,24.0,22.0,24.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-09-15,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-10-03,38.0,35.0,38.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-10-09,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-10-21,24.0,22.0,24.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-11-02,11.0,10.0,11.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-11-14,26.0,24.0,26.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-11-26,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-12-08,26.0,24.0,26.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2015-12-20,8.0,7.0,8.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-01-01,14.0,13.0,14.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-01-13,21.0,19.0,21.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-01-25,16.0,15.0,16.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-02-06,21.0,19.0,21.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-02-18,26.0,24.0,26.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-03-01,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-03-13,12.0,11.0,12.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-03-25,27.0,25.0,27.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-04-06,24.0,22.0,24.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-04-18,22.0,20.0,22.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-04-30,18.0,17.0,18.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-05-12,13.0,12.0,13.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-05-24,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-06-05,5.0,5.0,5.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-06-17,7.0,6.0,7.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-06-29,23.0,21.0,23.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-07-11,19.0,18.0,19.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
2016-07-23,26.0,24.0,26.0,0.0,075,06,81102,PM10 Total 0-10um STP,7,24 HOUR,PM10 24-hour 2006,Micrograms/cubic meter (25 C)
