code,name
43817,Tetrachloroethylene
43818,"1,1,2,2-Tetrachloroethane"
43819,Bromomethane
43820,"1,1,2-Trichloroethane"
43821,"1,1,2-Trichloro-1,2,2-trifluoroethane"
43823,Dichlorodifluoromethane
43824,Trichloroethylene
43825,"2,2-Dichloro-1,1,1-trifluoroethane"
43826,"1,1-Dichloroethylene"
43827,Carbon Tetrafluoride
43828,Bromodichloromethane
43829,"1,2-Dichloropropane"
43830,"trans-1,3-Dichloropropene"
43831,"cis-1,3-Dichloropropene"
43832,Dibromochloromethane
43833,2-Chloroethyl vinyl ether
43834,"1,1,1,2,2-Pentafluoroethane"
43835,Chloroprene
43836,Bromochloromethane
43837,"1,1,1,2-Tetrachloroethane"
43838,"trans-1,2-Dichloroethylene"
43839,"cis-1,2-Dichloroethene"
43840,"1,2-Dichloroethene(total)"
43841,"1,3-Dichloropropene(total)"
43842,"1-Propene, 3-chloro"
43843,Ethylene dibromide
43844,Hexachlorobutadiene
43847,"1,4-Dichlorobutane"
43848,Halocarbon 134a
43849,Freon 23
43851,Trichlorotrifluoroethane
43852,Dichlorotetrafluoroethane
43853,1-Bromopropane
43854,"1,1-Difluoroethane"
43860,Vinyl chloride
43861,Vinyl bromide
43862,Ethyl bromide
43863,3-Bromopropene
43901,Methyl mercaptan
43911,Total reduced sulfur
43915,DIMETHYL SULFIDE
43950,Heptanal
43952,Indan
43954,n-Undecane
43955,"2,5-Dimethylhexane"
43960,2-Methylheptane
44101,Total Oxidants
44201,Ozone
44301,Peroxyactyl nitrate
45102,Xylene(s)
45104,Isomers of ethyltoluene
45109,m/p Xylene
45110,Styrene and o-xylene
45111,m(and p)-Xylene & bromoform
45112,"o-Xylene & 1,1,2,2-tetrachloroethane"
45115,"Benzene & 1,2-dichloroethane"
45116,m/p Ethyltoluene
45140,O-xylene & N-nonane
45201,Benzene
45202,Toluene
45203,Ethylbenzene
45204,o-Xylene
45205,m-Xylene
45206,p-Xylene
45207,"1,3,5-Trimethylbenzene"
45208,"1,2,4-Trimethylbenzene"
45209,n-Propylbenzene
45210,Isopropylbenzene
45211,o-Ethyltoluene
45212,m-Ethyltoluene
45213,p-Ethyltoluene
45216,sec-Butylbenzene
45217,o-Diethylbenzene
45218,m-Diethylbenzene
45219,p-Diethylbenzene
45220,Styrene
45221,"Benzene,(1-methylethenyl)-"
45225,"1,2,3-Trimethylbenzene"
45228,"Benzene, 1-ethenyl-4-methyl"
45230,p-tert-butyl toluene
45231,"1,2,4,5-Tetramethylbenzene"
45232,Butylbenzene
45233,Butyl benzene
45234,n-Hexylbenzene
45300,Phenol
45301,Biphenyl
45501,Benzaldehyde
45503,"2,5-Dimethylbenzaldehyde"
45504,Tolualdehydes
45505,o-Tolualdehyde
45506,m & p-Tolualdehyde
45507,p-Tolualdehyde
45508,m-Tolualdehyde
45704,"4,4-Methylenedianiline"
45705,Nitrobenzene
45732,"4,4-Methylenediphenyl Diisocyanate (MDI)"
45801,Chlorobenzene
45805,"1,2-Dichlorobenzene"
45806,"1,3-Dichlorobenzene"
45807,"1,4-Dichlorobenzene"
45808,Bromofluorobenzene
45809,Benzyl chloride
45810,"1,2,4-Trichlorobenzene"
45811,2-chlorotoluene
45815,"Benzene, 1,2,3-trichloro-"
45820,4-Chloro-3-methylphenol
45850,Naphthalene
45851,1-Methylnaphthalene
45852,2-Methylnaphthalene
46201,"1,4-Dioxane"
46401,"Furan, tetrahydro-"
61101,Wind Speed - Scalar
61102,Wind Direction - Scalar
61103,Wind Speed - Resultant
61104,Wind Direction - Resultant
61105,Peak Wind Gust
61106,Std Dev Hz Wind Direction
61107,Std Dev Vt Wind Direction
61109,Vertical Wind Speed
61110,Std Dev Vt Wind Speed
61111,Std Dev Hz Wind Speed
61112,Vert Wind Direction
61120,Atmospheric Stability
61202,Lapse Rate
61301,Mixing Height
61302,Mixing Speed
62101,Outdoor Temperature
62102,Virtual Temperature
62103,Dew Point
62104,Temperature 24-Hr Max
62105,Temperature 24-Hr Min
62106,Temperature Difference
62107,Indoor Temperature
62108,Soil Temperature
62201,Relative Humidity 
62202,Relative Humidity Factor
62604,Ammonia (precip)
63101,Visibility
63102,Light Absorption Coeffiecient
63301,Solar radiation
63302,Ultraviolet radiation
63303,Infrared Radiation
63304,Ultraviolet radiation (type B)
63305,Net radiation
64101,Barometric pressure
65101,Rain 24hr total
65102,Rain/melt precipitation
65105,Beryllium (precip)
65107,Barium (precip)
65112,Chromium (Precip)
65113,Cobalt (precip)
65134,Molybdenum (precip)
65152,Phosphorus (precip)
65164,Vanadium (precip)
65166,Silver (precip)
65173,Thallium (precip)
65190,Boron (precip)
65301,Volume (precip)
65302,PH (precip)
65303,Conductivity (precip)
65305,Radioactivity rainfall
65306,Strong Acids (precip)
65311,Sodium (precip)
65312,Potassium (precip)
65313,Magnesium (precip)
65314,Calcium (precip)
65315,Fluoride (precip)
65316,Chloride (precip)
65318,Ammonium (precip)
65321,Nitrate (precip)
65322,Sulfate (precip)
65329,Mercury (precip)
65330,Acidity (precip)
65331,Alkalinity (precip)
65332,Cadmium (precip)
65333,Copper(precip)
65334,Iron (precip)
65335,Manganese (precip)
65336,Nickel (precip)
65337,Lead (precip)
65338,Zinc (precip)
65339,Arsenic (precip)
65342,Aluminum (precip)
65343,Nitrite (precip)
65344,Antimony (precip)
65401,Dry deposition
65429,Mercury (deposition)
65551,Silica (precip)
66101,Cloud cover
68101,Sample Flow Rate- CV
68102,Sample Volume
68103,Ambient Min Temperature
68104,Ambient Max Temperature
68105,Average Ambient Temperature
68106,Sample Min Baro Pressure
68107,Sample Max Baro Pressure
68108,Average Ambient Pressure
68109,Elapsed Sample Time
68110,Relative Humidity
68111,Sample Flow Rate CV - Teflon Filter
68112,Sample Flow Rate CV - Nylon Filter
68113,Sample Flow Rate CV - Quartz Filter
68114,Sample Volume - Teflon Filter
68115,Sample Volume - Nylon Filter
68116,Sample Volume - Quartz Filter
68117,Average Ambient Temperature for URG3000N
68118,Average Ambient Pressure for URG3000N
72101,Silver tarnishing
72201,Steel corrosion
72301,Dyed fabric #1
72302,Dyed fabric #2
72303,Dyed fabric #3
72304,Dyed fabric #4
72305,Dyed fabric #5
72306,Dyed fabric #6
72307,Dyed fabric #7
72308,Dyed fabric #8
72309,Dyed fabric #9
72401,Rubber cracking
72501,Nylon deterioration
81101,Size fractionated particulate
81102,PM10 Total 0-10um STP
81103,PM10-2.5 STP
81104,PM2.5 STP
81111,TOTAL CARBON (PM10) use 82116
81301,AMMONIUM (PM10) use 82301
82101,Aluminum PM10 STP
82102,Antimony PM10 STP
82103,Arsenic PM10 STP
82105,Beryllium PM10 STP
82107,Barium PM10 STP
82109,Bromide PM10 STP
82110,Cadmium PM10 STP
82111,Calcium PM10 STP
82112,Chromium PM10 STP
82113,Cobalt PM10 STP
82114,Copper PM10 STP
82115,Chlorine PM10 STP
82116,Total Carbon PM10 STP
82119,Chromium VI PM10 STP
82124,Gallium PM10 STP
82126,Iron PM10 STP
82127,Palladium PM10 STP
82128,Lead PM10 STP
82131,Indium PM10 STP
82132,Manganese PM10 STP
82134,Molybdenum PM10 STP 
82136,Nickel PM10 STP
82140,Magnesium PM10 STP
82142,Mercury PM10 STP
82146,Lanthanum PM10 STP
82151,Dibenz(A-H)Anthracene PM10 STP
82152,Phosphorus PM10 STP
82154,Selenium PM10 STP
82160,Tin PM10 STP
82161,Titanium PM10 STP
82164,Vanadium PM10 STP
82165,Silicon PM10 STP
82166,Silver PM10 STP
82167,Zinc PM10 STP
82168,Strontium PM10 STP
82169,Sulfur PM10 STP
82173,Thallium PM10 STP
82176,Rubidium PM10 STP
82179,Uranium PM10 STP
82180,Potassium PM10 STP
82183,Yttrium PM10 STP
82184,Sodium PM10 STP
82185,Zirconium PM10 STP
82190,Boron PM10 STP
82202,Fluoride PM10 STP
82203,Chloride PM10 STP
82220,Benzo(b)Fluranthene PM10 STP
82223,Benzo(k)Fluoranthene PM10 STP
82237,"Benzo(g,h,i)Perylene PM10 STP"
82242,Benzo(a)Pyrene PM10 STP
82243,"Indeno[1,2,3-cd] pyrene PM10 STP"
82301,Ammonium PM10 STP
82305,Organic carbon PM10 STP
82306,Nitrate PM10 STP
82307,Elemental Carbon PM10 STP
82356,Nitrate PM2.5 STP 
82403,Sulfate PM10 STP
82453,Sulfate PM2.5 STP 
82551,Silica PM10 STP
83101,Aluminum PM10-2.5 STP
83102,Antimony PM10-2.5 STP
83103,Arsenic PM10-2.5 STP
83107,Barium PM10-2.5 STP
83109,Bromine PM10-2.5 STP
83110,Cadmium PM10-2.5 STP
83111,Calcium PM10-2.5 STP
83112,Chromium PM10-2.5 STP
83113,Cobalt PM10-2.5 STP
83114,Copper PM10-2.5 STP
83115,Chlorine PM10-2.5 STP
83126,Iron PM10-2.5 STP
83128,Lead PM10-2.5 STP
83129,Indium (PM10)
83130,Gallium (PM10)
83132,Manganese PM10-2.5 STP
83134,Molybdenum PM10-2.5 STP
83136,Nickel PM10-2.5 STP
83142,Mercury PM10-2.5 STP
83147,Lanthanum (PM10)
83152,Phosphorus PM10-2.5 STP
83154,Selenium PM10-2.5 STP
83160,Tin PM10-2.5 STP
83161,Titanium PM10-2.5 STP
83164,Vanadium PM10-2.5 STP
83165,Silicon PM10-2.5 STP
83167,Zinc PM10-2.5 STP
83168,Strontium PM10-2.5 STP
83169,Sulfur PM10-2.5 STP
83176,Rubidium PM10-2.5 STP
83179,Uranium PM10-2.5 STP
83180,Potassium PM10-2.5 STP
83183,Yttrium PM10-2.5 STP
83185,Zirconium PM10-2.5 STP
84101,Aluminum PM2.5 STP
84102,Antimony PM2.5 STP
84103,Arsenic PM2.5 STP
84107,Barium PM2.5 STP
84109,Bromine PM2.5 STP
84110,Cadmium PM2.5 STP
84111,Calcium PM2.5 STP
84112,Chromium PM2.5 STP
84113,Cobalt PM2.5 STP
84114,Copper PM2.5 STP
84115,Chlorine PM2.5 STP
84126,Iron PM2.5 STP
84128,Lead PM2.5 STP
84132,Manganese PM2.5 STP
84134,Molybdenum PM2.5 STP
84136,Nickel PM2.5 STP
84140,Magnesium PM2.5 STP
84142,Mercury PM2.5 STP
84152,Phosphorus PM2.5 STP
84154,Selenium PM2.5 STP
84160,Tin PM2.5 STP
84161,Titanium PM2.5 STP
84164,Vanadium PM2.5 STP
84165,Silicon PM2.5 STP
84167,Zinc PM2.5 STP
84168,Strontium PM2.5 STP
84169,Sulfur PM2.5 STP
84176,Rubidium PM2.5 STP
84179,Uranium PM2.5 STP
84180,Potassium PM2.5 STP
84183,Yttrium PM2.5 STP
84184,Sodium PM2.5 STP
84185,Zirconium PM2.5 STP
84203,Chloride PM2.5 STP
84242,Mercury (PM2.5 STP particulate bound)
84305,OC CSN Unadjusted PM2.5 STP TOT
84306,Nitrate PM2.5 STP
84307,EC CSN PM2.5 STP TOT
84312,Total Carbon PM2.5 STP TOT
84313,Black carbon PM2.5 STP
84314,UV Carbon PM2.5 STP
84315,Delta Carbon PM2.5 STP
84316,Optical EC PM2.5 STP TOT
84403,Sulfate PM2.5 STP
85101,PM10 - LC
85102,Antimony PM10 LC
85103,Arsenic PM10 LC
85104,Aluminum PM10 LC
85105,Beryllium PM10 LC
85107,Barium PM10 LC
85109,Bromine PM10 LC
85110,Cadmium PM10 LC
85111,Calcium PM10 LC
85112,Chromium PM10 LC
85113,Cobalt PM10 LC
85114,Copper PM10 LC
85115,Chlorine PM10 LC
85117,Cerium Pm10 Lc
85118,Cesium Pm10 Lc
85119,Chromium VI PM10 LC
85126,Iron PM10 LC
85128,Lead PM10 LC
85129,Lead PM10 LC FRM/FEM
85131,Indium Pm10 Lc
85132,Manganese PM10 LC
85134,Molybdenum PM10 LC
85136,Nickel PM10 LC
85140,Magnesium PM10 LC
85142,Mercury PM10 LC
85152,Phosphorus PM10 LC
85154,Selenium PM10 LC
85160,Tin PM10 LC
85161,Titanium PM10 LC
85164,Vanadium PM10 LC
85165,Silicon PM10 LC
85166,Silver PM10 LC
85167,Zinc PM10 LC
85168,Strontium PM10 LC
85169,Sulfur PM10 LC
85173,Thallium PM10 LC
85174,Thorium PM10 LC
85176,Rubidium PM10 LC
85179,Uranium PM10 LC
85180,Potassium PM10 LC
85183,Yttrium PM10 LC
85184,Sodium PM10 LC
85185,Zirconium PM10 LC
85301,Ammonium Ion PM10 LC
85302,Sodium Ion PM10 LC
85303,Potassium Ion PM10 LC
85306,Total Nitrate PM10 LC
85309,Volatile nitrate PM10 LC
85310,Non-volatile nitrate PC10 LC
85313,Black Carbon PM10 LC
85355,OC CSN_rev Unadjusted PM10 LC TOT
85357,EC CSN_rev Unadjusted PM10 LC TOT
85370,OC CSN_rev Unadjusted PM10 LC TOR
85374,OC1 CSN_rev Unadjusted PM10 LC
85375,OC2 CSN_rev Unadjusted PM10 LC
85376,OC3 CSN_rev Unadjusted PM10 LC
85377,OC4 CSN_rev Unadjusted PM10 LC
85378,Op CSN_rev Unadjusted PM10 LC TOR
85380,EC CSN_rev Unadjusted PM10 LC TOR
85383,EC1 CSN_rev Unadjusted PM10 LC
85384,EC2 CSN_rev Unadjusted PM10 LC
85385,EC3 CSN_rev Unadjusted PM10 LC
85388,Op CSN_rev Unadjusted PM10 LC TOT
85403,Sulfate PM10 LC
85551,Silica PM10 LC
86101,PM10-2.5 - Local Conditions
86102,Antimony PM10-2.5 LC
86103,Arsenic PM10-2.5 LC
86104,Aluminum PM10-2.5 LC
86107,Barium PM10-2.5 LC
86109,Bromine PM10-2.5 LC
86110,Cadmium PM10-2.5 LC
86111,Calcium PM10-2.5 LC
86112,Chromium PM10-2.5 LC
86113,Cobalt PM10-2.5 LC
86114,Copper PM10-2.5 LC
86115,Chlorine PM10-2.5 LC
86117,Cerium PM10-2.5 LC
86118,Cesium PM10-2.5 LC
86126,Iron PM10-2.5 LC
86128,Lead PM10-2.5 LC
86131,Indium PM10-2.5 LC
86132,Manganese PM10-2.5 LC
86136,Nickel PM10-2.5 LC
86140,Magnesium PM10-2.5 LC
86152,Phosphorus PM10-2.5 LC
86154,Selenium PM10-2.5 LC
86160,Tin PM10-2.5 LC
86161,Titanium PM10-2.5 LC
86164,Vanadium PM10-2.5 LC
86165,Silicon PM10-2.5 LC
86166,Silver PM10-2.5 LC
86167,Zinc PM10-2.5 LC
86168,Strontium PM10-2.5 LC
86169,Sulfur PM10-2.5 LC
86176,Rubidium PM10-2.5 LC
86180,Potassium PM10-2.5 LC
86184,Sodium PM10-2.5 LC
86185,Zirconium PM10-2.5 LC
86301,Ammonium Ion PM10-2.5 LC
86302,Sodium Ion PM10-2.5 LC
86303,Potassium Ion PM10-2.5 LC
86306,Total Nitrate PM10-2.5 LC
86309,Volatile nitrate PM10-2.5 LC
86310,Non-volatile nitrate PM10-2.5 LC
86355,OC CSN_rev Unadjusted PM10-2.5 LC TOT
86357,EC CSN_rev Unadjusted PM10-2.5 LC TOT
86370,OC CSN_rev Unadjusted PM10-2.5 LC TOR
86374,OC1 CSN_rev Unadjusted PM10-2.5 LC
86375,OC2 CSN_rev Unadjusted PM10-2.5 LC
86376,OC3 CSN_rev Unadjusted PM10-2.5 LC
86377,OC4 CSN_rev Unadjusted PM10-2.5 LC
86378,OP CSN_rev Unadjusted PM10-2.5 LC TOR
86380,EC CSN_rev Unadjusted PM10-2.5 LC TOR
86383,EC1 CSN_rev Unadjusted PM10-2.5 LC
86384,EC2 CSN_rev Unadjusted PM10-2.5 LC
86385,EC3 CSN_rev Unadjusted PM10-2.5 LC
86388,OP CSN_rev Unadjusted PM10-2.5 LC TOT
86403,Sulfate PM10-2.5 LC
86502,Acceptable PM10-2.5 - Local Conditions
87020,"Particle Number, 20-30 nm"
87030,"Particle Number, 30-50 nm"
87050,"Particle Number, 50-70 nm"
87070,"Particle Number, 70-100 nm"
87100,"Particle Number, 100-200 nm"
87101,"Particle Number, Total Count"
87111,PM1 - Local Conditions
87200,"Particle Number, > 200 nm"
88101,PM2.5 - Local Conditions
88102,Antimony PM2.5 LC
88103,Arsenic PM2.5 LC
88104,Aluminum PM2.5 LC
88105,Beryllium PM2.5 LC
88107,Barium PM2.5 LC
88109,Bromine PM2.5 LC
88110,Cadmium PM2.5 LC
88111,Calcium PM2.5 LC
88112,Chromium PM2.5 LC
88113,Cobalt PM2.5 LC
88114,Copper PM2.5 LC
88115,Chlorine PM2.5 LC
88117,Cerium PM2.5 LC
88118,Cesium PM2.5 LC
88119,Chromium VI PM2.5 LC
88121,Europium PM2.5 LC
88124,Gallium PM2.5 LC
88126,Iron PM2.5 LC
88127,Hafnium PM2.5 LC
88128,Lead PM2.5 LC
88131,Indium PM2.5 LC
88132,Manganese PM2.5 LC
88133,Iridium PM2.5 LC
88134,Molybdenum PM2.5 LC
88136,Nickel PM2.5 LC
88140,Magnesium PM2.5 LC
88142,Mercury PM2.5 LC
88143,Gold PM2.5 LC
88146,Lanthanum PM2.5 LC
88147,Niobium PM2.5 LC
88151,Palladium PM2.5 LC
88152,Phosphorus PM2.5 LC
88154,Selenium PM2.5 LC
88160,Tin PM2.5 LC
88161,Titanium PM2.5 LC
88162,Samarium PM2.5 LC
88163,Scandium PM2.5 LC
88164,Vanadium PM2.5 LC
88165,Silicon PM2.5 LC
88166,Silver PM2.5 LC
88167,Zinc PM2.5 LC
88168,Strontium PM2.5 LC
88169,Sulfur PM2.5 LC
88170,Tantalum PM2.5 LC
88172,Terbium PM2.5 LC
88173,Thallium PM2.5 LC
88176,Rubidium PM2.5 LC
88179,Uranium PM2.5 LC
88180,Potassium PM2.5 LC
88183,Yttrium PM2.5 LC
88184,Sodium PM2.5 LC
88185,Zirconium PM2.5 LC
88186,Tungsten PM2.5 LC
88203,Chloride PM2.5 LC
88301,Ammonium Ion PM2.5 LC
88302,Sodium Ion Pm2.5 LC
88303,Potassium Ion PM2.5 LC
88304,OCX Carbon PM2.5 LC
88305,OC CSN Unadjusted PM2.5 LC TOT
88306,Total Nitrate PM2.5 LC
88307,EC CSN PM2.5 LC TOT
88308,Carbonate Carbon CSN PM2.5 LC TOT
88309,Volatile Nitrate PM2.5 LC
88310,Non-volatile Nitrate PM2.5 LC
88311,OCX2 Carbon PM2.5 LC
88312,Total Carbon PM2.5 LC TOT
88313,Black Carbon PM2.5 at 880 nm
88314,UV Carbon PM2.5 at 370 nm
88315,Delta Carbon PM2.5 LC
88316,Optical EC PM2.5 LC TOT
88317,Black Carbon  PM2.5 Corrected
88320,OC PM2.5 LC TOR
88321,EC PM2.5 LC TOR
88322,OCH PM2.5 LC TOT
88323,EH IMPROVE PM2.5 LC
88324,OC1 PM2.5 LC
88325,OC2 PM2.5 LC
88326,OC3 PM2.5 LC
88327,OC4 PM2.5 LC
88328,OP PM2.5 LC TOR
88329,EC1 PM2.5 LC
88330,EC2 PM2.5 LC
88331,EC3 PM2.5 LC
88332,OC1 CSN Unadjusted PM2.5 LC TOT
88333,OC2 CSN Unadjusted PM2.5 LC TOT
88334,OC3 CSN Unadjusted PM2.5 LC TOT
88335,OC4 CSN Unadjusted PM2.5 LC TOT
88336,OP CSN PM2.5 LC TOT
88337,Hydrogen PM2.5 LC
88338,Nitrite PM2.5 LC
88339,Ammonium Sulfate PM2.5 LC
88340,Ammonium Sulfate Extinction PM2.5 LC
88341,Aerosol Extinction PM2.5 LC
88342,Coarse Mass Extinction PM2.5 LC
88343,Elemental Carbon Extinction PM2.5 LC
88344,Ammonium Nitrate PM2.5 LC
88345,Ammonium Nitrate Extinction PM2.5 LC
88346,Organic Carbon Extinction PM2.5 LC
88347,Particle Light Scatter
88348,Soil PM2.5 LC
88349,Soil Extinction PM2.5 LC
88350,Organic Carbon Mass PM2.5 LC
88355,OC CSN_Rev Unadjusted PM2.5 LC TOT
88357,EC CSN_Rev Unadjusted PM2.5 LC TOT
88360,PM 2.5 Carbon at 470 nm
88361,PM 2.5 Carbon at 520 nm
88362,PM 2.5 Carbon at 590 nm
88363,PM 2.5 Carbon at 660 nm
88364,Infrared PM 2.5 Carbon at 950 nm
88370,OC CSN_Rev Unadjusted PM2.5 LC TOR
88374,OC1 CSN_Rev Unadjusted PM2.5 LC
88375,OC2 CSN_Rev Unadjusted PM2.5 LC
88376,OC3 CSN_Rev Unadjusted PM2.5 LC
88377,OC4 CSN_Rev Unadjusted PM2.5 LC
88378,OP CSN_Rev Unadjusted PM2.5 LC TOR
88379,OP PM2.5 LC TOT
88380,EC CSN_Rev Unadjusted PM2.5 LC TOR
88381,EC PM2.5 LC TOT
88382,OC PM2.5 LC TOT
88383,EC1 CSN_Rev Unadjusted PM2.5 LC
88384,EC2 CSN_Rev Unadjusted PM2.5 LC
88385,EC3 CSN_Rev Unadjusted PM2.5 LC
88388,OP CSN_Rev Unadjusted PM2.5 LC TOT
88390,Levoglucosan PM2.5 LC
88391,Mannosan PM2.5 LC
88392,Galactosan PM2.5 LC
88393,1-nitropyrene PM2.5 LC
88395,Sea Salt (PM2.5)
88396,PM2.5 Carbon at 430 nm
88397,PM2.5 Carbon at 525 nm
88398,PM2.5 Carbon at 565 nm
88399,PM2.5 Carbon at 700 nm
88401,Reconstructed Mass PM2.5 LC
88403,Sulfate PM2.5 LC
88500,PM2.5 Total Atmospheric
88501,PM2.5 Raw Data
88502,Acceptable PM2.5 AQI & Speciation Mass
88503,PM2.5 Volatile Channel
92142,Mercury compounds
